full_name,pdes,a,e,i,om,w,primary_type,detail_type1,detail_type2
   550 Senta (A904 WB),550,2.589,0.2225,10.11,270.68,45.17,Asteroid,FEO,Main-belt
   551 Ortrud (A904 WC),551,2.968,0.1187,0.39,5.71,70.61,Asteroid,FEO,Main-belt
   552 Sigelinde (A904 XB),552,3.148,0.0898,7.69,266.87,346.21,Asteroid,FEO,Main-belt
   553 Kundry (A904 YA),553,2.231,0.1098,5.39,72.34,354.96,Asteroid,FEO,Main-belt
   554 Peraga (A905 AE),554,2.375,0.1521,2.93,295.37,127.76,Asteroid,FEO,Main-belt
   555 Norma (A905 AF),555,3.178,0.1549,2.67,130.19,1.03,Asteroid,FEO,Main-belt
   556 Phyllis (A905 AD),556,2.463,0.1046,5.25,286.03,177.71,Asteroid,FEO,Main-belt
   557 Violetta (A905 BD),557,2.442,0.0984,2.48,292.66,196.31,Asteroid,FEO,Main-belt
   558 Carmen (A905 CK),558,2.907,0.0384,8.37,143.65,314.16,Asteroid,FEO,Main-belt
   559 Nanon (A905 EB),559,2.712,0.0651,9.3,112.05,129.58,Asteroid,FEO,Main-belt
   560 Delila (A905 EC),560,2.752,0.1574,8.45,105.17,5.25,Asteroid,FEO,Main-belt
   561 Ingwelde (A905 FC),561,3.17,0.1225,1.55,159.14,318.31,Asteroid,FEO,Main-belt
   562 Salome (A905 GC),562,3.021,0.1034,11.11,70.47,263.18,Asteroid,FEO,Main-belt
   563 Suleika (A905 GD),563,2.711,0.2367,10.25,85.17,336.78,Asteroid,FEO,Main-belt
   564 Dudu (A905 JD),564,2.748,0.2765,17.98,70.74,214.92,Asteroid,FEO,Main-belt
   565 Marbachia (A905 JE),565,2.443,0.1313,10.99,225.66,292.31,Asteroid,FEO,Main-belt
   567 Eleutheria (A905 KB),567,3.133,0.0892,9.26,58.24,133.78,Asteroid,FEO,Main-belt
   568 Cheruskia (A905 OD),568,2.881,0.1687,18.4,249.76,173.81,Asteroid,FEO,Main-belt
   569 Misa (A905 OE),569,2.66,0.1796,1.29,301.55,142.32,Asteroid,FEO,Main-belt
   571 Dulcinea (A905 RA),571,2.41,0.243,5.23,3.14,27.48,Asteroid,FEO,Main-belt
   572 Rebekka (A905 SF),572,2.401,0.1565,10.58,194.46,192.2,Asteroid,FEO,Main-belt
   573 Recha (A905 SG),573,3.016,0.11,9.83,342.66,29.94,Asteroid,FEO,Main-belt
   574 Reginhild (A905 SH),574,2.252,0.239,5.68,336.64,77.14,Asteroid,FEO,Main-belt
   575 Renate (A905 SJ),575,2.555,0.1267,15,349.6,334.08,Asteroid,FEO,Main-belt
   576 Emanuela (A905 SK),576,2.989,0.1919,10.2,299.58,27.36,Asteroid,FEO,Main-belt
   577 Rhea (A905 UR),577,3.111,0.1543,5.3,328.49,329.87,Asteroid,FEO,Main-belt
   578 Happelia (A905 VJ),578,2.75,0.1919,6.15,29.37,261.54,Asteroid,FEO,Main-belt
   579 Sidonia (A905 VK),579,3.014,0.077,11.02,82.63,228.98,Asteroid,FEO,Main-belt
   582 Olympia (A906 BM),582,2.613,0.2207,30.01,155.7,310.03,Asteroid,FEO,Main-belt
   583 Klotilde (A905 YD),583,3.171,0.1599,8.25,257.84,251.9,Asteroid,FEO,Main-belt
   584 Semiramis (A906 AC),584,2.373,0.2337,10.72,282.01,85.3,Asteroid,FEO,Main-belt
   585 Bilkis (A906 DF),585,2.43,0.1285,7.58,180.19,330.15,Asteroid,FEO,Main-belt
   586 Thekla (A906 DK),586,3.041,0.0647,1.63,228.31,253.23,Asteroid,FEO,Main-belt
   587 Hypsipyle (A906 DM),587,2.336,0.166,24.96,324.52,189.07,Asteroid,FEO,Main-belt
   589 Croatia (A906 EC),589,3.136,0.0402,10.8,177.45,228.48,Asteroid,FEO,Main-belt
   590 Tomyris (A906 ED),590,2.999,0.0801,11.17,106.13,338.17,Asteroid,FEO,Main-belt
   591 Irmgard (A906 EE),591,2.68,0.209,12.45,334.14,218.51,Asteroid,FEO,Main-belt
   592 Bathseba (A916 BB),592,3.022,0.1343,10.18,167.81,257.47,Asteroid,FEO,Main-belt
   593 Titania (A906 FK),593,2.697,0.2173,16.91,75.94,30.83,Asteroid,FEO,Main-belt
   594 Mireille (A906 FM),594,2.63,0.3539,32.54,155.03,76.97,Asteroid,FEO,Main-belt
   596 Scheila (A906 DL),596,2.928,0.1624,14.66,70.58,175.56,Asteroid,FEO,Main-belt
   597 Bandusia (A906 HE),597,2.672,0.1441,12.8,36.46,307.19,Asteroid,FEO,Main-belt
   598 Octavia (A906 GC),598,2.759,0.2511,12.23,91.51,292.14,Asteroid,FEO,Main-belt
   599 Luisa (A906 HF),599,2.773,0.2931,16.72,44.14,294.37,Asteroid,FEO,Main-belt
   600 Musa (A906 LA),600,2.66,0.0551,10.2,139.21,112.98,Asteroid,FEO,Main-belt
   601 Nerthus (A906 MC),601,3.132,0.1043,16.15,169.54,160.72,Asteroid,FEO,Main-belt
   602 Marianna (A906 DJ),602,3.081,0.2514,15.11,331.47,45.88,Asteroid,FEO,Main-belt
   603 Timandra (A906 DG),603,2.538,0.1731,8.03,343.37,161.1,Asteroid,FEO,Main-belt
   604 Tekmessa (A906 DH),604,3.153,0.1926,4.42,11.82,28.64,Asteroid,FEO,Main-belt
   605 Juvisia (A906 QJ),605,3.003,0.1364,19.64,342.65,15.37,Asteroid,FEO,Main-belt
   606 Brangane (A906 SK),606,2.587,0.2213,8.6,318.46,58.34,Asteroid,FEO,Main-belt
   607 Jenny (A906 SH),607,2.852,0.0768,10.09,285,292.3,Asteroid,FEO,Main-belt
   608 Adolfine (A916 OH),608,3.022,0.1245,9.37,293.74,69.94,Asteroid,FEO,Main-belt
   609 Fulvia (A906 SL),609,3.087,0.0388,4.19,165.18,108.61,Asteroid,FEO,Main-belt
   610 Valeska (A906 SN),610,3.096,0.252,12.6,20.07,1.66,Asteroid,FEO,Main-belt
   611 Valeria (A906 SM),611,2.977,0.1235,13.45,189.39,256.49,Asteroid,FEO,Main-belt
   612 Veronika (A906 TC),612,3.152,0.2591,20.96,202.86,122.61,Asteroid,FEO,Main-belt
   613 Ginevra (A906 TD),613,2.921,0.0564,7.67,354.52,66.05,Asteroid,FEO,Main-belt
   614 Pia (A906 TE),614,2.695,0.1084,7.02,217.05,209.99,Asteroid,FEO,Main-belt
   615 Roswitha (A906 TF),615,2.631,0.1107,2.76,13.39,246.82,Asteroid,FEO,Main-belt
   616 Elly (A906 UK),616,2.553,0.0602,14.96,355.98,109.2,Asteroid,FEO,Main-belt
   618 Elfriede (A906 UM),618,3.192,0.0692,17.05,110.83,229.99,Asteroid,FEO,Main-belt
   619 Triberga (A906 UN),619,2.519,0.0752,13.81,187.45,177.38,Asteroid,FEO,Main-belt
   620 Drakonia (A906 UO),620,2.436,0.1343,7.74,359.94,336.46,Asteroid,FEO,Main-belt
   621 Werdandi (A906 VM),621,3.124,0.1362,2.3,66.64,36.73,Asteroid,FEO,Main-belt
   622 Esther (A906 VN),622,2.414,0.2437,8.64,141.9,256.92,Asteroid,FEO,Main-belt
   623 Chimaera (A907 BC),623,2.462,0.1113,14.12,308.3,124.77,Asteroid,FEO,Main-belt
   625 Xenia (A907 CG),625,2.645,0.2278,12.08,127.53,200.5,Asteroid,FEO,Main-belt
   626 Notburga (A907 CH),626,2.575,0.2419,25.38,341.59,43.51,Asteroid,FEO,Main-belt
   627 Charis (A907 EJ),627,2.899,0.0587,6.47,142.46,178.1,Asteroid,FEO,Main-belt
   628 Christine (A907 EK),628,2.581,0.0433,11.52,112.09,205.19,Asteroid,FEO,Main-belt
   629 Bernardina (A907 EL),629,3.13,0.16,9.24,86.34,38.33,Asteroid,FEO,Main-belt
   630 Euphemia (A907 EM),630,2.623,0.1126,13.87,105.36,39.65,Asteroid,FEO,Main-belt
   631 Philippina (A907 FD),631,2.792,0.0842,18.9,224.54,279.38,Asteroid,FEO,Main-belt
   632 Pyrrha (A907 GY),632,2.662,0.1914,2.22,356.44,252.62,Asteroid,FEO,Main-belt
   633 Zelima (A907 JH),633,3.017,0.0841,10.9,147.27,190.75,Asteroid,FEO,Main-belt
   634 Ute (A907 JJ),634,3.051,0.1811,12.29,133.2,220.91,Asteroid,FEO,Main-belt
   635 Vundtia (A907 LA),635,3.144,0.0784,11.01,182.86,228.38,Asteroid,FEO,Main-belt
   636 Erika (A907 CE),636,2.912,0.1694,7.93,34.57,298.85,Asteroid,FEO,Main-belt
   637 Chrysothemis (A907 EN),637,3.191,0.1187,0.25,353.62,176.15,Asteroid,FEO,Main-belt
   638 Moira (A917 RC),638,2.732,0.1618,7.71,103.1,128.64,Asteroid,FEO,Main-belt
   639 Latona (A907 OA),639,3.016,0.108,8.56,279.82,70.89,Asteroid,FEO,Main-belt
   640 Brambilla (A907 QA),640,3.161,0.0787,13.37,234.87,29.18,Asteroid,FEO,Main-belt
   641 Agnes (A907 RH),641,2.219,0.1288,1.71,40.97,18.22,Asteroid,FEO,Main-belt
   642 Clara (A907 RJ),642,3.185,0.1281,8.17,5.27,120.9,Asteroid,FEO,Main-belt
   644 Cosima (A907 RG),644,2.6,0.1537,1.04,109.98,269,Asteroid,FEO,Main-belt
   646 Kastalia (A907 RL),646,2.326,0.2129,6.9,302.8,38.06,Asteroid,FEO,Main-belt
   647 Adelgunde (A907 RM),647,2.442,0.1929,7.32,254.57,175.62,Asteroid,FEO,Main-belt
   648 Pippa (A907 RN),648,3.195,0.2025,9.87,290.8,180.8,Asteroid,FEO,Main-belt
   649 Josefa (A907 RO),649,2.546,0.2789,12.72,357.01,349.45,Asteroid,FEO,Main-belt
   650 Amalasuntha (A907 TL),650,2.458,0.185,2.56,215.5,178.84,Asteroid,FEO,Main-belt
   651 Antikleia (A907 TK),651,3.026,0.102,10.76,37.96,353.22,Asteroid,FEO,Main-belt
   652 Jubilatrix (A907 VS),652,2.555,0.1265,15.73,86.15,276.6,Asteroid,FEO,Main-belt
   653 Berenike (A907 WC),653,3.012,0.0442,11.29,132.76,61.29,Asteroid,FEO,Main-belt
   654 Zelinda (A908 AM),654,2.297,0.2309,18.09,278.33,214.58,Asteroid,FEO,Main-belt
   655 Briseis (A907 VT),655,2.991,0.0838,6.51,129.85,281.68,Asteroid,FEO,Main-belt
   656 Beagle (A917 ST),656,3.148,0.1328,0.52,184.27,330.43,Asteroid,FEO,Main-belt
   657 Gunlod (A908 BK),657,2.611,0.1133,10.24,297.53,244.63,Asteroid,FEO,Main-belt
   658 Asteria (A908 BL),658,2.854,0.0625,1.5,350.95,58.65,Asteroid,FEO,Main-belt
   660 Crescentia (A908 AN),660,2.533,0.1073,15.2,156.93,106.06,Asteroid,FEO,Main-belt
   661 Cloelia (A908 DD),661,3.015,0.0381,9.25,335.59,183.53,Asteroid,FEO,Main-belt
   662 Newtonia (A908 FF),662,2.553,0.2158,4.12,133.69,165.62,Asteroid,FEO,Main-belt
   663 Gerlinde (A908 MB),663,3.072,0.1461,17.89,232.31,313.44,Asteroid,FEO,Main-belt
   665 Sabine (A908 OE),665,3.142,0.1722,14.75,298.4,318.12,Asteroid,FEO,Main-belt
   666 Desdemona (A908 OG),666,2.595,0.2366,7.58,215.3,173.98,Asteroid,FEO,Main-belt
   667 Denise (A908 OF),667,3.186,0.1891,25.39,153.25,305.2,Asteroid,FEO,Main-belt
   668 Dora (A908 OH),668,2.795,0.2349,6.84,214.38,113.06,Asteroid,FEO,Main-belt
   669 Kypria (A908 QF),669,3.011,0.0756,10.79,170.72,116.54,Asteroid,FEO,Main-belt
   670 Ottegebe (A908 QG),670,2.804,0.1923,7.54,174.58,194.88,Asteroid,FEO,Main-belt
   671 Carnegia (A908 SJ),671,3.1,0.0643,8.02,0.49,88.2,Asteroid,FEO,Main-belt
   672 Astarte (A908 SH),672,2.557,0.1348,11.11,343.88,309.3,Asteroid,FEO,Main-belt
   673 Edda (A908 SG),673,2.813,0.0085,2.88,226.4,251.95,Asteroid,FEO,Main-belt
   674 Rachele (A908 UK),674,2.923,0.1945,13.51,58.1,41.46,Asteroid,FEO,Main-belt
   675 Ludmilla (A908 QH),675,2.767,0.2048,9.81,263,152.65,Asteroid,FEO,Main-belt
   676 Melitta (A909 BO),676,3.062,0.122,12.84,150.23,185.13,Asteroid,FEO,Main-belt
   677 Aaltje (A909 BP),677,2.954,0.0494,8.49,272.69,274.94,Asteroid,FEO,Main-belt
   678 Fredegundis (A909 BQ),678,2.572,0.2203,6.1,281.09,121.23,Asteroid,FEO,Main-belt
   679 Pax (A909 BR),679,2.587,0.3097,24.4,112.09,267.07,Asteroid,FEO,Main-belt
   680 Genoveva (A909 HF),680,3.143,0.2961,17.52,37.95,245.76,Asteroid,FEO,Main-belt
   681 Gorgo (A909 JB),681,3.108,0.1006,12.57,177.84,115.93,Asteroid,FEO,Main-belt
   682 Hagar (A909 MA),682,2.653,0.1734,11.51,190.77,105,Asteroid,FEO,Main-belt
   683 Lanzia (A909 OA),683,3.116,0.0584,18.52,259.65,280.65,Asteroid,FEO,Main-belt
   684 Hildburg (A909 PB),684,2.432,0.0345,5.52,336.35,291.09,Asteroid,FEO,Main-belt
   685 Hermia (A909 PC),685,2.236,0.1961,3.65,235.17,80.91,Asteroid,FEO,Main-belt
   686 Gersuind (A909 QA),686,2.588,0.2684,15.69,243.02,89.06,Asteroid,FEO,Main-belt
   687 Tinette (A909 QB),687,2.722,0.2719,14.88,334.33,52.53,Asteroid,FEO,Main-belt
   688 Melanie (A909 QC),688,2.699,0.1385,10.24,170.83,139.16,Asteroid,FEO,Main-belt
   689 Zita (A916 RB),689,2.315,0.2296,5.74,168.12,188.4,Asteroid,FEO,Main-belt
   690 Wratislavia (A909 UE),690,3.15,0.1768,11.24,253.05,114.51,Asteroid,FEO,Main-belt
   691 Lehigh (A909 XB),691,3.009,0.1241,13.02,87.96,304.34,Asteroid,FEO,Main-belt
   693 Zerbinetta (A909 SD),693,2.944,0.0303,14.19,351.71,284.22,Asteroid,FEO,Main-belt
   694 Ekard (A909 VC),694,2.671,0.3233,15.9,229.96,111.88,Asteroid,FEO,Main-belt
   695 Bella (A909 VD),695,2.539,0.1604,13.85,275.47,79.81,Asteroid,FEO,Main-belt
   696 Leonora (A916 BD),696,3.174,0.2491,13.02,299.43,103.37,Asteroid,FEO,Main-belt
   697 Galilea (A910 CL),697,2.883,0.1539,15.12,15.41,333.22,Asteroid,FEO,Main-belt
   698 Ernestina (A910 ED),698,2.867,0.1111,11.53,40.61,98.22,Asteroid,FEO,Main-belt
   700 Auravictrix (A910 LD),700,2.23,0.1047,6.79,96.79,101.77,Asteroid,FEO,Main-belt
   701 Oriola (A910 ND),701,3.012,0.0373,7.13,243.55,325.27,Asteroid,FEO,Main-belt
   702 Alauda (A910 OA),702,3.195,0.0163,20.6,289.72,353.72,Asteroid,FEO,Main-belt
   703 Noemi (A910 TD),703,2.175,0.138,2.46,213.72,174.73,Asteroid,FEO,Main-belt
   704 Interamnia (A910 TC),704,3.06,0.1562,17.3,280.23,94.55,Asteroid,FEO,Main-belt
   705 Erminia (A910 TE),705,2.924,0.0511,25.02,2.78,102.33,Asteroid,FEO,Main-belt
   706 Hirundo (A910 TF),706,2.728,0.1953,14.43,325.34,31.2,Asteroid,FEO,Main-belt
   707 Steina (A910 YA),707,2.181,0.1087,4.27,281.86,90.76,Asteroid,FEO,Main-belt
   708 Raphaela (A911 CB),708,2.674,0.0848,3.48,355.16,198.8,Asteroid,FEO,Main-belt
   709 Fringilla (A911 CC),709,2.914,0.1133,16.26,324.37,19.66,Asteroid,FEO,Main-belt
   710 Gertrud (A911 DB),710,3.131,0.1318,1.75,140.17,99.63,Asteroid,FEO,Main-belt
   711 Marmulla (A911 EA),711,2.238,0.1954,6.09,357.05,300.43,Asteroid,FEO,Main-belt
   712 Boliviana (A911 FF),712,2.576,0.1851,12.76,230.69,181.48,Asteroid,FEO,Main-belt
   714 Ulula (A911 KG),714,2.535,0.0554,14.27,233.69,232.98,Asteroid,FEO,Main-belt
   715 Transvaalia (A911 HH),715,2.767,0.0839,13.82,46.06,301.37,Asteroid,FEO,Main-belt
   716 Berkeley (A911 OC),716,2.814,0.0866,8.49,145.88,56.19,Asteroid,FEO,Main-belt
   717 Wisibada (A911 QK),717,3.136,0.2643,1.65,343.54,24.51,Asteroid,FEO,Main-belt
   718 Erida (A911 SA),718,3.056,0.198,6.93,38.51,174.61,Asteroid,FEO,Main-belt
   720 Bohlinia (A911 UL),720,2.886,0.0186,2.35,35.68,109.51,Asteroid,FEO,Main-belt
   722 Frieda (A911 UN),722,2.172,0.1443,5.64,45.65,257.47,Asteroid,FEO,Main-belt
   723 Hammonia (A911 UO),723,2.994,0.0559,4.99,163.17,250.8,Asteroid,FEO,Main-belt
   724 Hapag (A911 UP),724,2.455,0.2515,11.72,204.23,205.67,Asteroid,FEO,Main-belt
   725 Amanda (A911 UQ),725,2.573,0.2223,3.79,68.65,323.16,Asteroid,FEO,Main-belt
   726 Joella (A911 WC),726,2.565,0.2855,15.44,241.94,113.16,Asteroid,FEO,Main-belt
   727 Nipponia (A912 CF),727,2.567,0.1039,15.06,133.04,274.36,Asteroid,FEO,Main-belt
   728 Leonisis (A912 DB),728,2.254,0.0868,4.26,82.56,55.75,Asteroid,FEO,Main-belt
   729 Watsonia (A912 CE),729,2.76,0.0967,18.05,124.32,87.41,Asteroid,FEO,Main-belt
   730 Athanasia (A912 GG),730,2.243,0.1781,4.23,95.06,123.28,Asteroid,FEO,Main-belt
   731 Sorga (A912 GH),731,2.99,0.1429,10.69,46.09,288.62,Asteroid,FEO,Main-belt
   732 Tjilaki (A912 HK),732,2.456,0.0449,11,173.3,63.87,Asteroid,FEO,Main-belt
   734 Benda (A912 TF),734,3.145,0.1009,5.81,3.13,65.91,Asteroid,FEO,Main-belt
   735 Marghanna (A912 XD),735,2.731,0.3208,16.87,42.92,309.93,Asteroid,FEO,Main-belt
   736 Harvard (A912 WC),736,2.202,0.1652,4.38,135.9,200.76,Asteroid,FEO,Main-belt
   737 Arequipa (A912 XC),737,2.591,0.2444,12.37,184.62,134.25,Asteroid,FEO,Main-belt
   738 Alagasta (A913 AF),738,3.038,0.0553,3.53,131.97,48.93,Asteroid,FEO,Main-belt
   739 Mandeville (A913 CH),739,2.737,0.1433,20.66,136.54,44.88,Asteroid,FEO,Main-belt
   740 Cantabia (A913 CK),740,3.063,0.1056,10.8,115.79,50,Asteroid,FEO,Main-belt
   741 Botolphia (A913 CJ),741,2.72,0.0692,8.41,100.69,61.61,Asteroid,FEO,Main-belt
   742 Edisona (A913 DC),742,3.013,0.1151,11.2,64.14,283.83,Asteroid,FEO,Main-belt
   743 Eugenisis (A913 DD),743,2.793,0.0601,4.84,228.93,185.6,Asteroid,FEO,Main-belt
   588 Achilles (A906 DN),588,5.21,0.1483,10.32,316.54,133.68,Asteroid,FEO,Jupiter-trojan
   617 Patroclus (A906 UL),617,5.209,0.1399,22.06,44.36,308.31,Asteroid,FEO,Jupiter-trojan
   624 Hektor (A907 CF),624,5.271,0.023,18.15,342.79,180.01,Asteroid,FEO,Jupiter-trojan
   659 Nestor (A908 FE),659,5.168,0.1167,4.52,350.74,344.07,Asteroid,FEO,Jupiter-trojan
   884 Priamus (A917 SU),884,5.2,0.1255,8.9,301.55,336.55,Asteroid,FEO,Jupiter-trojan
   911 Agamemnon (A919 FB),911,5.282,0.0676,21.76,338.01,81.49,Asteroid,FEO,Jupiter-trojan
  1143 Odysseus (1930 BH),1143,5.237,0.0918,3.14,221.22,237.75,Asteroid,FEO,Jupiter-trojan
  1172 Aneas (1930 UA),1172,5.229,0.1067,16.65,247.29,51.25,Asteroid,FEO,Jupiter-trojan
  1173 Anchises (1930 UB),1173,5.279,0.139,6.93,283.91,41.37,Asteroid,FEO,Jupiter-trojan
  1208 Troilus (1931 YA),1208,5.252,0.0927,33.54,48.55,295.73,Asteroid,FEO,Jupiter-trojan
  1404 Ajax (1936 QW),1404,5.285,0.1138,18.03,332.88,61.7,Asteroid,FEO,Jupiter-trojan
  1437 Diomedes (1937 PB),1437,5.217,0.0458,20.47,315.79,128.99,Asteroid,FEO,Jupiter-trojan
  1583 Antilochus (1950 SA),1583,5.144,0.0539,28.49,221.38,187.51,Asteroid,FEO,Jupiter-trojan
  1647 Menelaus (1957 MK),1647,5.209,0.0223,5.65,240.3,293.59,Asteroid,FEO,Jupiter-trojan
  1749 Telamon (1949 SB),1749,5.141,0.1092,6.1,340.84,113.81,Asteroid,FEO,Jupiter-trojan
  1867 Deiphobus (1971 EA),1867,5.135,0.0462,26.9,283.71,0.78,Asteroid,FEO,Jupiter-trojan
  1868 Thersites (2008 P-L),1868,5.312,0.11,16.75,197.79,171.21,Asteroid,FEO,Jupiter-trojan
  1869 Philoctetes (4596 P-L),1869,5.183,0.0668,3.97,43.84,326.5,Asteroid,FEO,Jupiter-trojan
  1870 Glaukos (1971 FE),1870,5.242,0.0338,6.58,176.3,131.76,Asteroid,FEO,Jupiter-trojan
  1871 Astyanax (1971 FF),1871,5.228,0.0346,8.61,145.77,166.72,Asteroid,FEO,Jupiter-trojan
  1872 Helenos (1971 FG),1872,5.323,0.0497,14.64,188.78,115.78,Asteroid,FEO,Jupiter-trojan
  1873 Agenor (1971 FH),1873,5.227,0.0911,21.88,197.91,357.96,Asteroid,FEO,Jupiter-trojan
  2146 Stentor (1976 UQ),2146,5.191,0.1023,39.28,131.33,274.55,Asteroid,FEO,Jupiter-trojan
  2148 Epeios (1976 UW),2148,5.219,0.0586,9.15,176.55,232.81,Asteroid,FEO,Jupiter-trojan
  2207 Antenor (1977 QH1),2207,5.169,0.0125,6.8,159.03,303.27,Asteroid,FEO,Jupiter-trojan
  2223 Sarpedon (1977 TL3),2223,5.256,0.0191,15.94,220.81,55.65,Asteroid,FEO,Jupiter-trojan
  2241 Alcathous (1979 WM),2241,5.177,0.0659,16.63,268,292.93,Asteroid,FEO,Jupiter-trojan
  2260 Neoptolemus (1975 WM1),2260,5.2,0.0453,17.77,86.58,322.08,Asteroid,FEO,Jupiter-trojan
  2357 Phereclos (1981 AC),2357,5.225,0.0473,2.67,179.17,77.27,Asteroid,FEO,Jupiter-trojan
  2363 Cebriones (1977 TJ3),2363,5.229,0.0391,32.09,211.66,56.34,Asteroid,FEO,Jupiter-trojan
  2456 Palamedes (1966 BA1),2456,5.132,0.0756,13.91,327.36,95.73,Asteroid,FEO,Jupiter-trojan
  2594 Acamas (1978 TB),2594,5.059,0.0861,5.54,356.69,280.64,Asteroid,FEO,Jupiter-trojan
  2674 Pandarus (1982 BC3),2674,5.198,0.0694,1.86,179.7,42.65,Asteroid,FEO,Jupiter-trojan
  2759 Idomeneus (1980 GC),2759,5.195,0.0651,21.94,171.22,7.69,Asteroid,FEO,Jupiter-trojan
  2797 Teucer (1981 LK),2797,5.111,0.0889,22.39,69.94,48.24,Asteroid,FEO,Jupiter-trojan
  2893 Peiroos (1975 QD),2893,5.142,0.0772,14.67,108.78,173.17,Asteroid,FEO,Jupiter-trojan
  2895 Memnon (1981 AE1),2895,5.244,0.0493,27.21,133.96,274.65,Asteroid,FEO,Jupiter-trojan
  2920 Automedon (1981 JR),2920,5.113,0.0281,21.11,230.95,198.12,Asteroid,FEO,Jupiter-trojan
  3063 Makhaon (1983 PV),3063,5.22,0.0593,12.16,287.88,203.73,Asteroid,FEO,Jupiter-trojan
  3240 Laocoon (1978 VG6),3240,5.223,0.1282,2.34,296.29,16.25,Asteroid,FEO,Jupiter-trojan
  3317 Paris (1984 KF),3317,5.228,0.129,27.86,135.91,150.8,Asteroid,FEO,Jupiter-trojan
  3391 Sinon (1977 DD3),3391,5.296,0.0839,14.88,341.08,104.24,Asteroid,FEO,Jupiter-trojan
  3451 Mentor (1984 HA1),3451,5.173,0.0749,24.64,179.56,131.44,Asteroid,FEO,Jupiter-trojan
  3540 Protesilaos (1973 UF5),3540,5.282,0.1175,23.28,26.43,115.97,Asteroid,FEO,Jupiter-trojan
  3548 Eurybates (1973 SO),3548,5.206,0.0909,8.05,43.54,27.48,Asteroid,FEO,Jupiter-trojan
  3564 Talthybius (1985 TC1),3564,5.201,0.0386,15.51,23.77,202.14,Asteroid,FEO,Jupiter-trojan
  3596 Meriones (1985 VO),3596,5.182,0.075,23.52,356.68,66.53,Asteroid,FEO,Jupiter-trojan
  3708 Socus (1974 FV1),3708,5.21,0.1596,13.37,291.18,57.88,Asteroid,FEO,Jupiter-trojan
  3709 Polypoites (1985 TL3),3709,5.225,0.0622,19.64,187.08,248.53,Asteroid,FEO,Jupiter-trojan
  3793 Leonteus (1985 TE3),3793,5.223,0.0906,20.9,200.52,262.44,Asteroid,FEO,Jupiter-trojan
  3794 Sthenelos (1985 TF3),3794,5.208,0.1472,6.06,343.18,36.4,Asteroid,FEO,Jupiter-trojan
  3801 Thrasymedes (1985 VS),3801,5.323,0.0239,28.5,209.47,207.6,Asteroid,FEO,Jupiter-trojan
  4007 Euryalos (1973 SR),4007,5.185,0.0575,11,6.75,77.37,Asteroid,FEO,Jupiter-trojan
  4035 Thestor (1986 WD),4035,5.28,0.0577,12.13,233.71,199.1,Asteroid,FEO,Jupiter-trojan
  4057 Demophon (1985 TQ),4057,5.243,0.1201,2.87,24.28,60.54,Asteroid,FEO,Jupiter-trojan
  4060 Deipylos (1987 YT1),4060,5.233,0.1564,16.16,168.2,308.24,Asteroid,FEO,Jupiter-trojan
  4063 Euforbo (1989 CG2),4063,5.19,0.1198,18.94,113.52,318.7,Asteroid,FEO,Jupiter-trojan
  4068 Menestheus (1973 SW),4068,5.139,0.0751,17.57,177.66,317.1,Asteroid,FEO,Jupiter-trojan
  4086 Podalirius (1985 VK2),4086,5.272,0.1226,21.68,54.96,356.98,Asteroid,FEO,Jupiter-trojan
  4138 Kalchas (1973 SM),4138,5.173,0.0447,2.1,208,166.55,Asteroid,FEO,Jupiter-trojan
  4348 Poulydamas (1988 RU),4348,5.235,0.0984,7.96,220.12,159.9,Asteroid,FEO,Jupiter-trojan
  4489 Dracius (1988 AK),4489,5.193,0.062,22.24,86.44,9.3,Asteroid,FEO,Jupiter-trojan
  4501 Eurypylos (1989 CJ3),4501,5.222,0.0545,8.29,244.27,180.15,Asteroid,FEO,Jupiter-trojan
  4543 Phoinix (1989 CQ1),4543,5.14,0.0978,14.7,325.39,85.17,Asteroid,FEO,Jupiter-trojan
  4707 Khryses (1988 PY),4707,5.196,0.1223,7.09,310.16,66.29,Asteroid,FEO,Jupiter-trojan
  4708 Polydoros (1988 RT),4708,5.244,0.0612,6.99,281.16,103.54,Asteroid,FEO,Jupiter-trojan
  4709 Ennomos (1988 TU2),4709,5.268,0.0234,25.42,253.08,78.09,Asteroid,FEO,Jupiter-trojan
  4715 Medesicaste (1989 TS1),4715,5.113,0.0508,18.66,1.6,344.45,Asteroid,FEO,Jupiter-trojan
  4722 Agelaos (4271 T-3),4722,5.202,0.1124,8.82,64.99,315.38,Asteroid,FEO,Jupiter-trojan
  4754 Panthoos (5010 T-3),4754,5.275,0.0109,12.31,154.95,177.15,Asteroid,FEO,Jupiter-trojan
  4791 Iphidamas (1988 PB1),4791,5.157,0.0459,25.98,261.47,163.75,Asteroid,FEO,Jupiter-trojan
  4792 Lykaon (1988 RK1),4792,5.251,0.0925,9.34,61.92,283.95,Asteroid,FEO,Jupiter-trojan
  4805 Asteropaios (1990 VH7),4805,5.198,0.0919,12.02,278.39,90.37,Asteroid,FEO,Jupiter-trojan
  4827 Dares (1988 QE),4827,5.132,0.0438,7.7,242.02,167.68,Asteroid,FEO,Jupiter-trojan
  4828 Misenus (1988 RV),4828,5.163,0.0411,14.9,352.98,128.89,Asteroid,FEO,Jupiter-trojan
  4829 Sergestus (1988 RM1),4829,5.185,0.051,8.59,221.79,119.21,Asteroid,FEO,Jupiter-trojan
